"","P","Y","A"
"172",3,5,2
"173",4,5,1
"174",4,5,1
"175",3,3,1
"176",4,5,1
"177",3,4,1
"178",2,2,1
"179",4,5,1
"180",3,5,1
"181",3,5,1
"182",3,4,1
"183",3,5,1
"184",4,3,1
"185",3,4,1
"186",3,4,1
"187",3,5,1
"188",3,5,1
"189",4,5,1
"190",3,5,1
"191",4,5,1
"192",4,5,2
"193",4,5,2
"194",2,2,2
"195",3,5,2
"196",4,5,2
"197",4,5,2
"198",5,5,2
"199",3,4,2
"200",4,5,2
"201",4,4,2
"202",4,5,2
"203",3,5,2
"204",4,5,1
"205",4,3,1
"206",2,4,1
"207",3,2,1
"208",3,3,1
"209",5,5,1
"210",4,5,1
"211",4,4,1
"212",4,5,1
"213",4,4,1
"214",3,5,1
"215",5,5,1
"216",4,5,1
"217",4,5,2
"218",4,5,2
"219",3,5,2
"220",5,5,2
"221",4,4,2
"222",4,4,2
"223",4,5,2
"224",4,5,2
"225",3,4,2
"226",3,4,2
"227",3,4,2
"228",4,5,2
"229",4,5,1
"230",4,5,1
"231",3,5,1
"232",4,5,1
"233",2,3,1
"234",4,5,1
"235",4,5,1
"236",4,5,1
"237",4,4,1
"238",3,5,2
"239",3,4,2
"240",5,5,2
"241",4,5,2
"242",4,4,2
"243",5,5,2
"244",4,5,2
"245",4,5,2
"246",4,4,2
"247",4,5,2
"248",3,5,2
"249",3,3,1
"250",3,5,1
"251",3,5,1
"252",2,5,1
"253",5,5,1
"254",4,4,1
"255",2,5,1
"256",4,5,1
"257",4,5,1
"258",2,3,1
"259",2,4,1
"260",3,5,2
"261",3,3,2
"262",3,4,2
"263",4,5,2
"264",3,5,2
"265",4,5,2
"266",3,5,2
"267",5,4,2
"268",4,4,2
"269",4,5,1
"270",5,5,1
"271",3,4,1
"272",4,5,1
"273",2,2,1
"274",4,5,1
"275",4,5,1
"276",4,5,1
"277",2,5,1
"278",3,5,1
"279",3,4,2
"280",4,5,2
"281",5,5,2
"282",4,4,2
"283",4,3,2
"284",1,4,2
"285",2,4,2
"286",3,4,2
"287",4,5,2
"288",4,5,2
"289",3,5,2
"290",4,5,2
"291",3,5,1
"292",3,5,1
"293",4,4,1
"294",4,5,1
"295",3,5,1
"296",4,5,1
"297",3,4,1
"298",3,5,2
"299",4,5,2
"300",5,5,2
"301",3,4,2
"302",2,4,2
"303",3,5,2
"304",3,4,2
"305",3,3,2
"306",5,5,1
"307",3,5,1
"308",3,5,1
"309",2,4,1
"310",3,4,1
"311",3,4,1
"312",3,5,1
"313",2,2,1
"314",4,5,1
"315",3,4,1
"316",1,1,1
"317",4,4,2
"318",4,5,2
"319",3,4,2
"320",4,5,2
"321",2,4,2
"322",3,5,2
"323",4,5,2
"324",3,3,2
"325",3,5,2
"326",3,5,1
"327",4,5,1
"328",2,4,1
"329",3,4,1
"330",3,5,1
"331",2,1,1
"332",3,3,1
"333",4,4,1
"334",4,5,1
"335",5,5,1
"336",4,4,1
"337",4,5,1
"338",2,2,2
"339",3,2,2
"340",4,5,2
"341",3,5,2
"342",3,3,2
"343",3,4,2
"344",3,4,2
"345",2,5,2
"346",3,4,2
"347",3,5,2
"348",2,3,2
"349",4,5,1
"350",4,4,1
"351",4,4,1
"352",5,5,1
"353",3,4,1
"354",3,5,1
"355",4,5,1
"356",2,4,1
"357",4,5,1
"358",3,2,1
"359",3,5,1
"360",3,4,2
"361",3,4,2
"362",4,5,2
"363",2,5,2
"364",3,4,2
"365",2,5,2
"366",3,5,2
"367",3,4,2
"368",3,5,2
"369",3,4,1
"370",4,5,1
"371",3,5,1
"372",3,5,1
"373",3,4,1
"374",4,3,1
"375",4,4,1
"376",1,2,2
"377",3,4,2
"378",3,4,2
"379",3,4,2
"380",3,5,2
"381",4,5,2
"382",3,5,2
"383",3,5,2
"384",4,5,2
"385",4,2,2
"386",3,5,2
"387",4,5,2
"388",4,5,2
"389",3,5,1
"390",4,2,1
"391",4,5,1
"392",4,5,1
"393",3,3,1
"394",3,5,1
"395",4,3,1
"396",2,2,1
"397",4,5,1
"398",3,5,2
"399",4,4,2
"400",4,5,2
"401",5,5,2
"402",5,5,2
"403",3,2,2
"404",4,4,2
"405",5,5,2
"406",5,5,2
"407",4,5,1
"408",3,3,1
"409",2,4,1
"410",4,4,1
"411",4,4,1
"412",3,3,1
"413",2,3,1
"414",3,5,2
"415",3,5,2
"416",4,5,2
"417",3,5,2
"418",4,5,2
"419",4,4,2
"420",3,5,2
"422",4,4,2
"423",2,1,2
"424",5,5,2
"425",4,3,2
"426",2,2,1
"427",3,5,1
"428",2,2,2
"429",4,5,2
"430",3,4,1
"431",3,4,1
"432",4,5,1
"433",2,4,2
"434",3,2,1
"435",3,5,2
"436",5,4,1
"437",3,5,2
"438",4,5,1
"439",2,5,2
"440",4,5,2
"441",2,5,1
"442",4,3,1
"443",3,4,2
"444",4,5,2
"445",3,4,1
"446",4,4,2
"447",4,4,1
"448",2,3,2
"449",3,5,1
"450",4,4,1
"451",4,4,2
"452",5,5,1
"453",3,4,2
"454",4,5,2
"455",3,4,1
"456",3,3,1
"457",3,5,2
"459",4,5,1
"460",3,5,2
"461",3,5,2
"462",2,4,1
"463",5,5,2
"464",5,5,2
"465",3,5,2
"466",3,3,2
"467",4,5,2
"468",3,3,1
"469",4,5,1
"470",3,2,1
"471",3,4,1
"472",5,4,2
"473",4,4,2
"474",3,4,1
"475",4,4,1
"476",3,4,1
"477",4,4,2
"478",3,4,1
"479",4,5,1
"480",3,5,1
"481",3,5,1
"482",4,4,2
"483",4,5,2
"484",4,4,2
"485",2,5,2
"486",4,4,1
"487",5,5,2
"488",4,4,1
"489",2,4,2
"490",3,5,1
"491",4,4,2
"492",3,4,1
"493",5,5,1
"494",3,5,1
"495",3,2,1
"496",4,5,1
"497",5,5,1
"498",4,3,1
"499",2,4,1
"500",4,5,1
"501",3,5,1
"502",3,4,1
"503",3,4,1
"504",4,3,1
"505",3,4,2
"506",4,4,2
"507",4,3,2
"508",4,5,2
"509",4,4,2
"510",4,5,2
"511",4,3,2
"512",4,5,2
"513",3,3,2
"514",3,2,2
"515",3,5,2
"516",4,4,1
"517",4,5,1
"518",1,1,1
"519",4,5,1
"520",5,5,1
"521",4,4,1
"522",3,5,1
"523",4,4,1
"524",3,5,1
"525",2,4,1
"526",3,5,1
"527",4,5,2
"528",5,5,2
"529",3,4,2
"530",3,4,2
"531",4,4,2
"532",4,5,2
"533",5,5,2
"534",4,5,2
"535",4,5,1
"536",5,5,1
"537",3,4,1
"538",2,3,1
"539",4,5,1
"540",4,5,1
"541",4,4,1
"542",3,5,1
"543",4,4,1
"544",3,3,1
"545",4,2,1
"546",4,5,2
"547",4,3,2
"548",4,4,2
"549",5,5,2
"550",3,5,2
"551",2,3,2
"552",3,4,2
"553",4,5,2
"554",3,4,2
"555",4,5,2
"556",3,4,2
"557",4,5,2
"558",5,5,2
"559",3,3,2
"560",4,5,2
"561",4,5,2
"562",3,5,2
"563",5,5,2
"564",3,5,2
"565",2,4,2
"566",3,5,2
"567",5,5,2
"568",5,5,1
"569",4,5,1
"570",4,5,1
"571",3,5,1
"572",4,5,1
"573",4,5,1
"574",2,1,1
"575",4,4,1
"576",3,4,1
"577",3,5,1
"578",3,5,1
"579",4,5,1
"580",4,5,1
"581",4,5,2
"582",4,5,2
"583",3,4,2
"584",3,3,2
"585",4,5,2
"586",3,5,2
"587",5,5,2
"588",3,5,2
"589",3,3,2
"590",3,3,2
"591",4,4,2
"592",5,4,2
"593",3,5,1
"594",4,4,1
"595",3,4,1
"596",4,4,1
"597",3,5,1
"598",4,5,1
"599",5,5,1
"600",4,5,1
"601",5,5,1
"602",2,2,1
"603",4,5,2
"604",4,4,2
"605",4,5,1
"606",5,5,1
"607",2,3,1
"608",5,5,1
"609",3,4,1
"610",4,4,1
"611",3,5,1
"612",3,4,2
"613",4,5,2
"614",4,5,2
"615",3,5,2
"616",3,5,2
"617",4,5,2
"618",3,4,2
"619",3,3,1
"620",3,4,1
"621",3,4,1
"622",4,5,2
"623",2,3,2
"624",4,5,2
"625",3,4,1
"626",4,5,2
"627",2,5,2
"628",4,5,2
"629",4,5,1
"630",3,5,1
"631",4,5,2
"632",3,5,1
"633",3,4,1
"634",4,5,1
"635",4,5,1
"636",2,4,2
"637",3,4,1
"638",3,5,2
"639",3,3,2
"640",3,4,1
"641",3,5,2
"642",4,5,2
"643",4,4,2
"644",4,4,2
"645",3,5,1
"646",4,5,1
"647",3,4,2
"648",4,5,2
"649",3,4,1
"650",5,5,1
"651",3,5,1
"652",3,5,1
"653",3,3,2
"654",3,3,2
"655",3,5,2
"656",2,4,1
"657",2,2,1
"658",4,5,2
"659",3,5,2
"660",4,2,2
"661",1,2,2
"662",4,5,2
"663",3,5,2
"664",3,4,1
"665",2,4,2
"666",4,5,1
"667",3,4,2
"668",4,4,1
"669",3,5,1
"670",4,5,1
"671",3,5,1
"672",4,5,1
"673",3,4,1
"674",4,5,1
"675",4,5,1
"676",3,5,1
"677",4,5,1
"678",3,4,1
"679",4,5,2
"680",4,5,2
"681",3,5,2
"682",4,5,2
"683",2,2,2
"684",3,4,2
"685",3,3,2
"686",3,5,2
"687",4,5,2
"688",1,3,2
"689",2,3,2
"690",4,5,2
"691",4,5,1
"692",2,4,1
"693",3,5,1
"694",3,3,1
"695",3,5,1
"696",4,4,1
"697",3,4,1
"698",4,5,1
"699",3,5,1
"700",4,5,1
"701",3,5,1
"702",3,5,1
"703",3,4,2
"704",3,5,2
"705",3,5,2
"706",3,4,2
"707",3,3,2
"708",2,3,2
"709",3,5,2
"710",5,5,2
"711",4,4,2
"712",4,5,2
"713",2,5,2
"714",3,5,1
"715",4,5,1
"716",3,4,1
"717",3,5,1
"718",2,2,1
"719",3,3,1
"720",4,5,1
"721",3,5,1
"722",3,5,1
"723",3,4,1
"724",3,5,1
"725",3,3,1
"726",2,2,2
"727",3,4,2
"728",3,3,2
"729",3,4,2
"730",3,4,2
"731",3,5,2
"732",4,5,2
"733",4,5,2
"734",4,5,2
"735",2,3,2
"736",4,5,1
"737",4,5,1
"738",4,5,1
"739",3,4,1
"740",3,5,1
"741",2,3,1
"742",4,5,1
"743",5,5,1
"744",2,3,1
"745",4,5,2
"746",5,5,2
"747",3,4,2
"748",4,5,2
"749",4,5,2
"750",2,2,2
"751",4,5,2
"752",4,5,2
"753",4,5,1
"754",4,5,2
"755",2,5,2
"756",4,4,1
"757",4,4,1
"758",2,4,1
"759",4,5,1
"760",4,5,1
"761",5,5,1
"762",4,4,1
"763",4,5,1
"764",2,4,1
"765",4,5,1
"766",2,5,1
"767",4,5,2
"768",3,5,2
"769",5,5,2
"770",3,5,2
"771",4,5,2
"772",4,5,2
"773",3,3,2
"774",4,4,2
"775",3,3,2
"776",3,4,1
"777",4,5,1
"778",3,5,1
"779",3,5,1
"780",3,4,1
"781",3,4,1
"782",3,5,1
"783",4,5,1
"784",5,5,1
"785",5,5,1
"786",4,4,1
"787",3,4,1
"788",3,5,2
"789",3,3,2
"790",3,5,2
"791",5,5,2
"792",4,5,2
"793",4,5,2
"794",3,4,2
"795",4,5,2
"796",4,5,2
"797",3,2,2
"798",3,5,1
"799",5,5,1
"800",4,5,1
"801",5,5,1
"802",3,5,1
"803",2,4,1
"804",2,3,1
"805",3,3,1
"806",4,3,1
"807",4,5,1
"808",4,5,1
"809",4,5,1
"810",5,5,1
"811",4,5,2
"812",3,5,2
"813",5,4,2
"814",3,3,2
"815",3,5,2
"816",4,5,2
"817",4,5,2
"818",4,3,2
"819",3,4,2
"820",3,3,2
"821",3,3,2
"822",4,5,1
"823",4,5,1
"824",5,5,1
"825",4,4,1
"826",3,5,1
"827",3,5,1
"828",4,4,1
"829",4,3,1
"830",3,5,1
"831",3,3,1
"832",3,4,1
"833",3,4,1
"834",3,5,1
"835",4,5,2
"836",4,4,2
"837",5,5,2
"838",3,4,2
"839",5,5,2
"840",4,5,2
"841",3,5,2
"842",4,4,2
"843",5,5,2
"844",3,5,2
"845",4,5,1
"846",3,5,1
"847",1,2,1
"848",3,4,1
"849",4,4,1
"850",3,5,1
"851",4,5,1
"852",3,3,1
"853",2,3,1
"854",4,5,1
"855",2,4,1
"856",4,5,1
"857",3,4,2
"858",3,5,2
"859",5,5,2
"860",4,5,2
"861",4,4,2
"862",3,5,2
"863",4,3,2
"864",3,5,2
"865",4,5,2
"866",2,4,2
"867",3,5,2
"868",5,5,1
"869",1,3,1
"870",3,5,1
"871",2,4,1
"872",4,5,1
"873",4,5,1
"874",3,3,1
"875",3,5,2
"876",3,5,2
"877",3,5,2
"878",4,5,2
"879",3,3,2
"880",2,2,2
"881",3,5,2
"882",4,5,1
"883",3,5,1
"884",4,5,1
"885",4,5,1
"886",3,4,1
"887",4,5,1
"888",3,5,1
"889",3,5,1
"890",5,5,2
"891",3,4,2
"892",4,5,2
"893",2,4,2
"894",2,2,2
"895",3,5,2
"896",3,5,2
"897",3,4,2
"898",4,5,1
"899",2,4,2
"900",3,4,2
"901",3,3,1
"902",4,4,1
"903",4,5,1
"904",3,5,1
"905",4,4,2
"906",1,1,1
"907",4,5,1
"908",3,4,2
"909",3,4,1
"910",3,4,2
"911",4,5,2
"912",3,3,1
"913",3,2,2
"914",4,5,1
"915",5,5,1
"916",3,5,1
"917",4,4,1
"918",4,4,2
"919",4,5,2
"920",3,3,2
"921",3,5,1
"922",3,1,1
"923",2,4,1
"924",4,5,1
"925",3,4,1
"926",3,3,1
"927",3,5,1
"928",3,5,2
"929",1,3,1
"930",2,2,1
"931",3,5,2
"932",2,4,1
"933",2,4,2
"934",4,5,1
"935",2,3,1
"936",3,4,1
"937",3,5,2
"938",3,5,2
"939",2,5,2
"940",3,4,2
"941",3,4,1
"942",3,5,1
"943",3,5,1
"944",3,5,2
"945",3,5,2
"946",4,5,1
"947",3,3,1
"948",3,4,1
"949",2,2,1
"950",4,5,2
"951",2,4,1
"952",3,3,2
"953",2,4,1
"954",4,4,2
"955",2,4,2
"956",4,4,2
"957",3,5,2
"958",3,5,2
"959",4,5,2
"960",5,5,2
"961",4,5,2
"962",2,5,2
"963",4,5,1
"964",4,5,1
"965",3,4,1
"966",3,5,1
"967",4,5,1
"968",3,5,1
"969",4,5,1
"970",3,4,1
"971",4,4,1
"972",4,5,1
"973",4,5,1
"974",2,4,1
"975",4,3,2
"976",4,5,2
"977",4,4,2
"978",4,5,2
"979",4,3,2
"980",4,4,2
"981",4,5,2
"982",2,4,2
"983",2,4,2
"984",3,3,2
"985",2,4,2
"986",2,4,1
"987",3,4,1
"988",3,4,1
"989",2,4,1
"990",3,5,1
"991",1,1,1
"992",3,2,1
"993",3,3,1
"994",3,4,1
"995",4,5,1
"996",4,4,1
"997",3,4,1
"998",4,4,2
"999",4,5,2
"1000",4,5,2
"1001",4,5,2
"1002",3,2,2
"1003",3,3,2
"1004",3,4,2
"1005",2,2,1
"1006",4,5,1
"1007",3,4,1
"1008",2,4,1
"1009",4,4,1
"1010",2,5,1
"1011",3,4,1
"1012",2,5,1
"1013",4,5,1
"1014",2,5,1
"1015",4,5,1
"1016",3,4,1
"1017",3,3,1
"1018",3,5,1
"1019",4,4,1
"1020",4,4,1
"1021",4,5,1
"1022",3,4,1
"1023",4,4,1
"1024",4,3,2
"1025",3,4,2
"1026",2,1,2
"1027",2,4,2
"1028",4,5,2
"1029",4,4,2
"1030",5,5,2
"1031",3,5,1
"1032",3,4,1
"1033",4,5,1
"1034",3,5,1
"1035",3,4,1
"1036",3,4,1
"1037",4,5,1
"1038",3,5,2
"1039",2,2,2
"1040",3,4,2
"1041",3,4,2
"1042",4,5,2
"1043",4,5,2
"1044",5,5,1
"1045",3,5,1
"1046",5,5,1
"1047",4,5,1
"1048",4,5,1
"1049",5,5,1
"1050",4,5,1
"1051",3,5,1
"1052",5,5,2
"1053",2,2,2
"1054",4,4,2
"1055",4,4,2
"1056",4,5,2
"1057",5,5,2
"1058",3,5,2
"1059",3,5,2
"1060",3,3,1
"1061",3,4,1
"1062",4,5,1
"1063",4,5,1
"1064",4,5,1
"1065",2,3,1
"1066",5,5,1
"1067",2,1,2
"1068",3,4,2
"1069",3,3,2
"1070",1,4,2
"1071",4,3,2
"1072",2,4,2
"1073",4,5,2
"1074",4,5,1
"1075",3,5,2
"1076",2,2,1
"1077",5,5,1
"1078",4,5,1
"1079",3,5,1
"1080",3,5,1
"1081",3,4,2
"1082",3,5,2
"1083",4,5,2
"1084",3,5,2
"1085",4,5,2
"1086",4,5,1
"1087",2,3,1
"1088",3,4,1
"1089",3,4,1
"1090",5,5,1
"1091",3,5,1
"1092",3,4,1
"1093",2,2,1
"1094",4,5,1
"1095",3,5,1
"1096",4,5,1
"1097",3,5,2
"1098",2,3,2
"1099",5,5,2
"1100",4,5,2
"1101",4,5,2
"1102",4,5,2
"1103",3,3,2
"1104",3,4,1
"1105",3,5,1
"1106",3,3,1
"1107",4,5,1
"1108",4,5,1
"1109",4,5,1
"1110",4,5,1
"1111",3,5,1
"1112",3,5,1
"1113",4,5,1
"1114",3,5,2
"1115",3,5,2
"1116",4,5,2
"1117",4,4,2
"1118",5,5,2
"1119",4,5,1
"1120",2,5,1
"1121",4,5,1
"1122",4,5,1
"1123",3,5,1
"1124",4,5,1
"1125",4,3,1
"1126",4,4,1
"1127",4,5,1
"1128",4,4,2
"1129",4,5,2
"1130",3,5,2
"1131",4,5,2
"1132",3,4,2
"1133",4,5,2
"1134",4,5,2
"1135",2,4,2
"1136",4,5,2
"1137",4,5,2
"1138",1,2,2
"1139",3,3,2
"1140",3,1,2
"1141",4,5,2
"1142",3,5,2
"1143",3,5,2
"1144",3,5,1
"1145",4,5,1
"1146",3,4,1
"1147",4,5,1
"1148",2,5,1
"1149",3,5,1
"1150",3,5,1
"1151",2,5,1
"1152",3,2,2
"1153",1,4,2
"1154",3,5,2
"1155",3,4,2
"1156",3,4,2
"1157",4,5,2
"1158",2,5,2
"1159",4,5,2
"1160",2,4,2
"1161",2,3,1
"1162",4,5,1
"1163",3,5,1
"1164",3,5,1
"1165",2,4,1
"1166",3,5,1
"1167",3,5,1
"1169",4,5,1
"1170",3,5,1
"1171",3,5,1
"1172",3,3,1
"1173",3,5,1
"1174",2,3,1
"1175",3,5,1
"1176",3,4,1
"1177",4,5,1
"1178",3,5,1
"1179",4,5,1
"1180",4,5,1
"1181",4,4,1
"1182",3,4,1
"1183",4,4,2
"1184",2,5,2
"1185",4,5,2
"1186",3,4,2
"1187",4,5,2
"1188",3,5,2
"1189",3,2,2
"1190",4,5,2
"1191",3,4,2
"1192",4,5,2
"1193",4,5,2
"1194",3,4,1
"1195",3,4,1
"1196",2,5,1
"1197",4,5,1
"1198",4,5,1
"1199",3,3,1
"1200",4,3,1
"1201",5,5,1
"1202",4,5,1
"1203",4,5,1
"1204",4,5,1
"1205",4,5,1
"1206",2,2,2
"1207",3,4,2
"1208",4,4,2
"1209",4,5,2
"1210",4,5,2
"1211",2,1,2
"1212",2,2,2
"1213",4,5,2
"1214",4,5,2
"1215",4,5,2
"1216",2,2,2
"1217",4,5,1
"1218",3,4,1
"1219",4,5,1
"1220",4,5,1
"1221",4,5,1
"1222",4,5,1
"1223",2,1,1
"1224",2,1,1
"1225",3,4,1
"1226",3,3,2
"1227",4,5,2
"1228",4,4,2
"1229",4,5,2
"1230",3,5,2
"1231",4,1,2
"1232",4,5,2
"1233",4,5,2
"1234",4,5,2
"1235",3,2,2
"1236",3,3,2
"1237",3,5,2
"1238",4,5,1
"1239",3,4,1
"1240",4,5,1
"1241",3,3,1
"1242",2,4,1
"1243",4,5,1
"1244",3,5,1
"1245",4,5,1
"1246",2,5,1
"1247",4,5,1
"1248",4,5,2
"1249",4,5,2
"1250",2,3,2
"1251",2,5,2
"1252",4,5,2
"1253",4,5,2
"1254",3,5,2
"1255",4,5,2
"1256",3,5,2
"1257",4,5,2
"1258",4,5,2
"1259",4,5,2
"1260",3,5,1
"1261",3,5,1
"1262",4,4,1
"1263",5,5,1
"1264",3,4,1
"1265",3,5,1
"1266",5,5,1
"1267",5,5,1
"1268",3,5,1
"1269",5,5,1
"1270",3,4,1
"1271",3,1,1
"1272",3,4,2
"1273",2,5,2
"1274",4,4,2
"1275",3,3,2
"1276",3,3,2
"1277",4,4,2
"1278",3,2,2
"1279",3,5,2
"1280",2,3,2
"1281",3,5,2
"1282",3,1,2
"1283",4,5,2
"1284",2,4,2
"1285",3,5,1
"1286",4,5,1
"1287",4,5,1
"1288",4,5,1
"1289",5,5,1
"1290",4,4,1
"1291",2,4,1
"1292",4,5,1
"1293",2,4,1
"1294",4,3,1
"1295",3,3,1
"1296",5,5,1
"1297",2,2,1
"1298",3,4,1
"1299",2,5,2
"1300",4,5,2
"1301",4,5,2
"1302",2,4,2
"1303",2,5,2
"1304",2,3,2
"1305",5,5,2
"1306",4,5,2
"1307",3,4,2
"1308",4,5,2
"1309",5,3,1
"1310",2,5,1
"1311",3,3,1
"1312",3,5,1
"1313",4,5,1
"1314",4,5,1
"1315",3,5,1
"1316",4,5,1
"1317",4,5,1
"1318",3,4,1
"1319",3,4,2
"1320",4,5,2
"1321",3,5,2
"1322",3,5,2
"1323",3,5,2
"1324",3,3,2
"1325",3,5,2
"1326",2,5,2
"1328",3,5,2
"1329",3,5,2
"1330",4,5,1
"1331",3,5,1
"1332",1,1,1
"1333",2,3,1
"1334",4,5,1
"1335",2,5,1
"1336",4,5,1
"1337",2,4,1
"1338",4,5,1
"1339",3,5,1
"1340",5,5,2
"1341",3,4,2
"1342",3,5,2
"1343",3,4,2
"1344",3,5,2
"1345",3,4,2
"1346",4,4,2
"1347",4,5,2
"1348",3,5,2
"1349",3,4,2
"1350",3,3,2
"1351",2,2,2
"1352",3,5,2
"1353",3,5,2
"1354",3,3,1
"1355",3,4,1
"1356",3,3,1
"1357",3,5,1
"1358",3,4,1
"1359",3,3,1
"1360",4,5,1
"1362",5,5,1
"1363",2,3,1
"1364",3,5,2
"1365",4,3,2
"1366",3,5,2
"1367",4,5,2
"1368",3,5,2
"1369",1,3,2
"1370",3,5,2
"1371",2,3,2
"1372",2,3,2
"1373",4,5,2
"1374",4,5,1
"1375",2,2,1
"1376",4,5,1
"1377",3,4,1
"1378",2,1,1
"1379",2,4,1
"1380",2,3,1
"1381",3,5,1
"1382",3,5,1
"1383",2,4,1
"1384",4,5,1
"1385",4,5,2
"1386",2,3,2
"1387",2,5,2
"1388",4,5,2
"1389",4,5,2
"1390",5,5,2
"1391",4,5,2
"1392",2,2,2
"1393",3,4,2
"1394",3,3,2
"1395",4,5,2
"1396",3,3,1
"1397",2,2,1
"1398",2,4,1
"1399",3,5,1
"1400",4,5,1
"1402",3,5,1
"1403",2,3,1
"1404",4,4,1
"1405",3,5,1
"1406",2,3,1
"1407",4,5,2
"1408",2,2,2
"1409",3,4,2
"1410",2,4,2
"1411",2,5,2
"1412",2,4,2
"1413",4,5,2
"1414",2,5,2
"1415",4,5,2
"1416",5,5,2
"1417",3,4,2
"1418",3,5,2
"1419",4,5,1
"1420",4,5,2
"1421",1,1,1
"1422",3,4,2
"1423",2,3,2
"1424",3,4,2
"1425",3,4,1
"1426",3,2,1
"1427",3,5,2
"1428",3,3,2
"1429",2,5,1
"1430",3,5,2
"1431",2,2,1
"1432",2,5,1
"1433",3,4,1
"1434",1,2,1
"1435",3,4,1
"1436",2,5,1
"1437",4,5,2
"1438",2,2,2
"1439",4,4,2
"1440",3,4,1
"1441",4,4,2
"1442",5,5,2
"1443",3,4,1
"1444",2,3,1
"1445",2,2,2
"1446",1,4,1
"1447",1,5,2
"1448",3,5,2
"1449",4,5,1
"1450",2,3,2
"1451",3,4,1
"1452",2,3,2
"1453",4,5,1
"1454",4,5,1
"1455",2,3,1
"1456",1,1,1
"1457",3,4,1
"1458",4,3,2
"1459",4,5,2
"1460",3,3,1
"1461",4,5,2
"1462",1,4,2
"1463",4,5,2
"1464",3,5,2
"1465",2,5,2
"1466",3,4,1
"1467",5,5,1
"1468",3,5,1
"1469",2,3,1
"1470",3,5,1
"1471",3,5,1
"1472",3,5,1
"1473",2,4,1
"1474",1,3,1
"1475",2,4,2
"1476",2,5,2
"1477",4,5,2
"1478",2,4,2
"1479",3,4,2
"1480",5,5,1
"1481",3,5,1
"1482",3,3,1
"1483",1,5,1
"1484",3,4,1
"1485",2,5,1
"1486",3,4,1
"1487",2,4,1
"1488",2,4,1
"1489",3,5,1
"1490",2,4,1
"1491",4,4,1
"1492",3,3,1
"1493",3,5,1
"1494",3,5,1
"1495",4,5,1
"1496",2,5,1
"1497",3,5,1
"1498",3,4,2
"1499",3,5,2
"1500",4,5,2
"1501",4,5,2
"1502",2,4,2
"1503",4,5,2
"1504",3,4,2
"1505",4,5,2
