"","P","Y","A"
"1506",4,5,2
"1507",3,5,1
"1508",2,3,1
"1509",3,5,1
"1510",3,5,1
"1511",2,4,1
"1512",3,5,1
"1513",3,5,1
"1514",3,5,1
"1515",3,5,1
"1516",4,5,1
"1517",2,3,1
"1518",4,4,1
"1519",3,5,1
"1520",3,3,2
"1521",4,5,2
"1522",4,5,2
"1523",3,5,2
"1524",3,4,2
"1525",4,5,2
"1526",3,5,2
"1527",4,5,2
"1528",3,5,2
"1529",4,5,2
"1530",4,3,1
"1531",3,4,1
"1532",3,5,1
"1533",3,5,1
"1534",3,4,1
"1535",3,5,1
"1536",3,3,1
"1537",4,5,1
"1538",2,4,1
"1539",3,4,2
"1540",3,3,2
"1541",4,5,2
"1542",4,4,2
"1543",4,5,2
"1544",4,5,2
"1545",3,5,2
"1546",3,5,2
"1547",4,5,2
"1548",4,5,2
"1550",4,5,2
"1551",5,5,1
"1552",4,4,1
"1553",4,5,1
"1554",3,4,1
"1555",3,3,1
"1556",3,5,1
"1557",3,5,1
"1558",2,4,1
"1559",3,5,1
"1560",3,4,2
"1561",3,5,2
"1562",3,4,2
"1563",4,5,2
"1564",3,5,2
"1565",4,5,1
"1566",4,5,1
"1567",3,5,1
"1568",3,4,1
"1569",3,5,1
"1570",3,5,1
"1571",2,4,2
"1572",3,4,2
"1573",2,3,2
"1574",4,5,2
"1575",3,4,2
"1576",4,4,2
"1577",3,4,1
"1578",4,4,1
"1579",3,5,2
"1580",3,5,1
"1581",4,5,1
"1582",1,3,1
"1583",2,3,2
"1584",2,4,2
"1585",3,4,1
"1586",2,5,1
"1587",5,5,2
"1588",3,2,1
"1589",3,5,2
"1590",3,5,2
"1591",4,5,1
"1592",4,5,1
"1593",4,3,2
"1594",4,5,2
"1595",2,4,2
"1596",3,3,2
"1597",3,4,2
"1598",3,4,1
"1599",4,3,2
"1600",4,5,2
"1601",4,5,2
"1602",1,2,2
"1603",2,4,1
"1604",4,4,2
"1605",3,4,1
"1606",2,4,2
"1607",3,5,1
"1608",3,4,1
"1609",3,5,2
"1610",3,4,1
"1611",3,5,1
"1612",4,5,1
"1613",4,5,2
"1614",3,4,1
"1615",2,4,1
"1616",4,4,2
"1617",3,5,2
"1618",4,5,1
"1619",3,3,2
"1620",4,5,1
"1621",2,2,2
"1622",3,5,2
"1623",4,3,2
"1624",3,2,1
"1625",4,5,1
"1626",3,2,1
"1627",4,5,1
"1628",2,3,1
"1629",4,5,1
"1630",4,5,1
"1631",4,5,1
"1632",4,5,1
"1633",4,5,1
"1634",4,5,1
"1635",3,4,2
"1636",3,4,2
"1637",4,5,2
"1638",3,5,2
"1639",2,4,2
"1640",3,3,2
"1641",4,5,2
"1642",3,1,2
"1643",3,4,2
"1644",4,5,2
"1645",3,5,2
"1646",4,5,2
"1647",3,5,1
"1648",2,4,1
"1649",1,4,1
"1650",4,5,1
"1651",3,5,1
"1652",4,5,1
"1653",3,4,1
"1654",5,5,1
"1655",5,5,1
"1656",4,5,2
"1657",3,4,2
"1658",3,5,2
"1659",4,5,2
"1660",2,4,2
"1661",4,5,2
"1662",3,5,2
"1663",3,3,2
"1664",1,2,2
"1665",3,5,2
"1666",2,4,1
"1667",4,5,1
"1668",3,3,1
"1669",2,2,1
"1670",4,4,1
"1671",2,3,1
"1672",5,5,1
"1673",3,4,1
"1674",2,1,1
"1675",5,5,1
"1676",3,4,1
"1677",4,5,1
"1678",4,5,2
"1679",4,5,2
"1680",2,4,2
"1681",2,3,2
"1682",4,5,2
"1683",5,5,2
"1684",2,3,2
"1685",3,5,2
"1686",4,4,2
"1687",3,5,2
"1688",3,5,2
"1689",3,2,2
"1690",3,5,2
"1691",3,5,1
"1692",3,5,1
"1693",2,2,1
"1694",3,5,1
"1695",4,5,1
"1696",3,4,1
"1697",4,5,1
"1698",2,3,1
"1699",3,5,1
"1700",2,4,1
"1701",2,4,1
"1702",3,5,2
"1703",3,4,2
"1704",3,5,2
"1705",3,5,2
"1706",3,5,2
"1707",3,5,2
"1708",4,4,2
"1709",3,5,2
"1710",3,4,2
"1711",3,4,2
"1712",2,5,2
"1713",4,4,2
"1714",2,4,1
"1715",4,5,1
"1716",4,4,1
"1717",4,5,1
"1718",3,5,1
"1719",4,5,1
"1720",4,5,1
"1721",2,4,1
"1722",2,4,1
"1723",4,5,1
"1724",1,2,1
"1725",3,5,1
"1726",3,5,2
"1727",4,5,2
"1728",3,5,2
"1729",3,5,2
"1730",4,5,2
"1731",4,5,2
"1732",1,3,2
"1733",2,3,1
"1734",3,5,2
"1735",3,5,2
"1736",3,1,2
"1737",3,4,2
"1738",3,5,2
"1739",4,5,2
"1740",3,4,2
"1741",5,5,2
"1742",4,5,2
"1743",4,4,2
"1744",3,4,2
"1745",4,5,1
"1746",4,5,1
"1747",3,3,1
"1748",4,4,1
"1749",3,4,1
"1750",4,4,1
"1751",4,4,1
"1752",2,4,1
"1753",3,4,1
"1754",3,5,1
"1755",2,1,1
"1756",3,4,2
"1757",2,4,2
"1758",4,4,2
"1759",4,5,2
"1760",2,4,2
"1761",4,4,2
"1762",2,2,2
"1763",4,5,2
"1764",3,4,2
"1765",3,5,1
"1766",4,4,1
"1767",2,4,1
"1768",4,5,1
"1769",2,2,1
"1770",3,5,1
"1771",3,5,1
"1772",5,5,1
"1773",4,5,1
"1774",3,5,1
"1775",4,4,1
"1776",3,5,1
"1777",4,4,1
"1778",3,4,1
"1779",2,5,1
"1780",2,4,1
"1781",5,5,1
"1782",2,5,1
"1783",2,2,1
"1784",2,3,1
"1785",3,4,1
"1786",5,5,1
"1787",4,5,1
"1788",3,4,1
"1789",2,5,1
"1790",4,4,2
"1791",4,5,2
"1792",3,5,2
"1793",3,3,2
"1794",3,4,2
"1795",3,4,2
"1796",2,4,2
"1797",3,4,2
"1798",2,4,1
"1799",3,4,1
"1800",5,5,1
"1801",4,5,1
"1802",3,2,1
"1803",3,5,1
"1804",4,5,1
"1805",4,5,1
"1806",4,5,1
"1807",3,4,1
"1808",3,5,1
"1809",5,5,2
"1810",3,5,2
"1811",4,4,2
"1812",2,3,2
"1813",3,5,2
"1814",4,5,2
"1815",4,5,2
"1816",1,2,2
"1817",3,5,2
"1818",5,4,2
"1819",3,5,2
"1820",3,4,1
"1821",3,5,1
"1822",4,5,1
"1823",4,5,1
"1824",4,5,1
"1825",3,4,2
"1826",2,4,1
"1827",4,5,1
"1828",3,5,2
"1829",3,4,2
"1830",4,5,2
"1831",2,1,2
"1832",4,5,2
"1833",3,5,2
"1834",4,5,2
"1835",3,5,2
"1836",3,5,2
"1837",3,4,2
"1838",4,5,2
"1839",2,4,2
"1840",5,5,2
"1841",3,4,2
"1842",3,1,2
"1843",3,5,2
"1844",4,5,2
"1845",3,5,1
"1846",3,3,1
"1847",3,5,1
"1848",3,5,1
"1849",4,5,1
"1850",2,5,1
"1851",3,3,1
"1852",4,3,1
"1853",2,4,1
"1854",4,5,1
"1855",4,5,1
"1856",2,3,2
"1857",3,5,2
"1858",4,5,2
"1859",3,2,2
"1860",3,3,2
"1861",5,5,2
"1862",3,5,1
"1863",3,5,1
"1864",3,4,1
"1865",4,5,1
"1866",4,5,1
"1867",3,5,1
"1868",4,4,1
"1869",4,4,1
"1870",4,5,1
"1871",3,5,1
"1872",3,5,1
"1873",4,5,2
"1874",4,5,2
"1875",3,4,2
"1876",3,5,2
"1877",4,5,2
"1878",1,1,2
"1879",3,3,2
"1880",3,5,1
"1881",2,3,1
"1882",3,4,1
"1883",3,4,1
"1884",3,3,1
"1885",4,5,1
"1886",3,4,1
"1887",4,5,1
"1888",4,5,1
"1889",3,5,1
"1890",4,5,1
"1891",4,5,1
"1892",2,2,2
"1893",3,3,2
"1894",4,4,2
"1895",3,4,2
"1896",5,5,2
"1897",4,3,2
"1898",3,2,2
"1899",4,5,1
"1900",4,5,1
"1901",3,4,1
"1902",3,5,1
"1903",4,4,1
"1904",4,5,1
"1905",3,3,1
"1906",5,5,1
"1907",3,5,2
"1908",3,3,2
"1909",2,5,2
"1910",5,5,2
"1911",5,5,2
"1912",4,3,2
"1913",3,5,2
"1914",2,4,2
"1915",3,4,1
"1916",4,5,1
"1917",3,5,1
"1918",2,3,1
"1919",2,4,1
"1920",4,5,1
"1921",4,5,1
"1922",2,1,1
"1923",3,4,1
"1924",4,5,1
"1925",2,2,1
"1926",2,3,2
"1927",3,3,2
"1929",3,4,2
"1930",3,5,2
"1931",4,5,2
"1932",3,2,2
"1933",4,5,2
"1934",4,5,1
"1935",3,4,1
"1936",3,3,1
"1937",3,5,1
"1938",1,2,1
"1939",4,5,1
"1940",4,4,1
"1941",4,5,1
"1942",3,5,1
"1943",3,5,1
"1944",2,5,1
"1945",4,5,1
"1946",3,4,1
"1947",5,5,1
"1948",3,4,1
"1949",4,5,1
"1950",2,2,1
"1951",4,5,1
"1952",5,5,1
"1953",4,4,1
"1954",3,5,2
"1955",2,3,2
"1956",3,4,2
"1957",3,3,2
"1958",2,2,2
"1959",4,5,2
"1960",3,5,2
"1961",4,5,1
"1962",4,4,1
"1963",2,3,1
"1964",4,4,1
"1965",4,5,1
"1966",4,5,1
"1967",3,4,1
"1968",3,5,1
"1969",3,5,1
"1970",1,2,1
"1971",4,4,1
"1972",4,5,1
"1973",4,5,2
"1974",3,5,2
"1975",2,3,2
"1976",4,5,2
"1977",3,5,2
"1978",3,5,2
"1979",3,5,2
"1980",2,1,2
"1981",4,5,2
"1982",2,3,2
"1983",3,4,2
"1984",2,2,2
"1985",3,4,1
"1986",4,5,1
"1987",2,3,1
"1988",3,5,1
"1989",4,5,1
"1990",3,5,1
"1991",4,5,1
"1992",2,4,1
"1993",3,3,1
"1994",3,5,1
"1995",2,5,1
"1996",3,3,2
"1997",3,5,2
"1998",4,3,2
"1999",2,3,2
"2000",1,3,2
"2001",3,4,2
"2002",3,4,2
"2003",4,5,2
"2004",3,5,2
"2005",4,3,2
"2006",4,4,2
"2007",3,4,2
"2008",3,5,1
"2009",4,5,2
"2010",3,5,2
"2011",4,5,2
"2012",1,2,1
"2013",4,4,1
"2014",2,5,1
"2015",3,5,2
"2016",4,5,1
"2017",3,4,2
"2018",2,4,1
"2019",2,4,1
"2021",2,1,2
"2022",4,5,2
"2023",3,2,2
"2024",1,2,1
"2025",3,4,2
"2026",2,4,2
"2027",3,5,1
"2028",4,4,2
"2029",2,4,2
"2030",2,5,1
"2031",3,4,2
"2032",2,5,1
"2033",3,5,1
"2034",2,4,2
"2035",2,3,1
"2036",2,3,1
"2037",2,4,2
"2038",5,5,2
"2039",2,4,2
"2040",4,5,2
"2041",4,5,2
"2042",2,3,2
"2043",2,3,2
"2044",2,5,1
"2045",3,3,1
"2046",3,2,1
"2047",3,5,1
"2048",3,4,1
"2049",3,5,1
"2050",4,5,1
"2051",1,3,2
"2052",4,5,2
"2053",3,3,2
"2054",2,5,2
"2055",3,5,1
"2056",2,4,1
"2057",4,5,1
"2058",3,3,1
"2059",4,5,1
"2060",2,4,1
"2061",4,5,1
"2062",3,5,1
"2063",3,5,1
"2064",3,3,2
"2065",3,2,2
"2066",4,5,2
"2067",4,4,1
"2068",3,5,1
"2069",3,4,1
"2070",2,1,1
"2071",2,5,1
"2072",4,5,2
"2073",3,5,1
"2074",3,5,1
"2075",3,3,2
"2076",4,5,2
"2077",3,5,1
"2078",4,3,1
"2079",4,5,1
"2080",4,5,1
"2081",2,4,2
"2082",2,4,2
"2083",3,5,1
"2084",4,4,1
"2085",2,5,2
"2086",3,4,1
"2087",3,4,1
"2088",4,5,2
"2089",4,4,2
"2090",2,4,2
"2091",2,4,2
"2092",4,5,1
"2093",4,5,1
"2094",3,5,2
"2095",4,5,2
"2096",3,4,1
"2097",3,5,2
"2098",3,5,1
"2099",3,4,2
"2100",3,5,1
"2101",2,4,1
"2102",2,3,1
"2103",2,5,1
"2104",1,2,1
"2105",3,5,1
"2106",4,5,1
"2107",2,4,2
"2108",2,4,2
"2109",3,4,2
"2110",2,2,1
"2111",3,3,1
"2112",2,5,1
"2113",2,4,1
"2114",2,4,1
"2115",3,3,1
"2116",3,5,1
"2117",3,4,2
"2118",5,5,2
"2119",2,4,2
"2120",3,5,2
"2121",2,4,2
"2122",4,5,2
"2123",3,4,2
"2124",4,5,2
"2125",4,4,2
"2126",3,2,2
"2127",3,3,2
"2128",4,5,2
"2129",4,5,2
"2130",4,3,2
"2131",5,5,2
"2132",3,5,2
"2133",4,3,2
"2134",3,4,2
"2135",4,5,1
"2136",4,5,1
"2137",5,5,1
"2138",3,5,1
"2139",4,4,1
"2140",4,5,1
"2141",3,5,1
"2142",4,5,1
"2143",4,5,1
"2144",4,4,1
"2145",4,5,1
"2146",5,5,1
"2147",3,4,2
"2148",4,5,2
"2149",5,5,2
"2150",4,5,2
"2151",3,5,2
"2152",4,5,2
"2153",5,5,2
"2154",4,5,2
"2155",4,5,2
"2156",3,3,2
"2157",4,5,2
"2158",4,5,1
"2159",4,5,1
"2160",4,5,1
"2161",4,5,1
"2162",4,5,1
"2163",4,5,1
"2164",3,5,1
"2165",4,5,1
"2166",3,4,1
"2167",5,5,1
"2168",4,5,1
"2169",4,5,2
"2170",5,5,2
"2171",3,4,2
"2172",3,4,2
"2173",4,5,2
"2174",5,5,2
"2175",4,5,2
"2176",4,5,2
"2177",4,4,2
"2178",4,5,1
"2179",4,5,1
"2180",4,3,1
"2181",4,5,1
"2182",4,5,1
"2183",3,4,1
"2184",3,5,1
"2185",3,4,1
"2186",4,5,1
"2187",4,4,1
"2188",4,4,1
"2189",3,5,1
"2190",5,5,1
"2191",3,4,1
"2192",4,5,1
"2193",4,5,1
"2194",3,5,1
"2195",5,5,1
"2196",5,5,1
"2197",4,5,1
"2198",4,5,1
"2199",3,5,1
"2200",3,5,1
"2201",4,5,1
"2202",4,5,1
"2203",3,5,2
"2204",5,5,2
"2205",4,5,2
"2206",4,5,2
"2207",4,4,2
"2208",5,5,2
"2209",5,5,2
"2210",4,4,1
"2211",3,3,1
"2212",2,2,1
"2213",5,5,1
"2214",3,4,1
"2215",3,5,1
"2216",4,5,1
"2217",4,5,1
"2218",4,5,2
"2219",4,4,2
"2220",4,5,2
"2221",4,5,2
"2222",5,5,2
"2223",4,5,2
"2224",3,3,2
"2225",4,5,2
"2226",4,5,2
"2227",4,5,2
"2228",5,5,2
"2229",4,3,2
"2230",4,5,1
"2231",4,5,1
"2232",4,3,1
"2233",4,5,1
"2234",4,5,1
"2235",4,5,1
"2236",3,5,1
"2237",4,5,1
"2238",5,5,1
"2239",5,5,1
"2240",4,5,1
"2241",4,5,2
"2242",4,5,2
"2243",5,5,2
"2244",4,5,2
"2245",3,5,2
"2246",3,2,2
"2247",4,5,2
"2248",4,5,2
"2249",4,5,2
"2250",4,5,2
"2251",4,5,1
"2252",4,5,1
"2253",3,5,1
"2254",1,5,1
"2255",3,4,1
"2256",4,5,1
"2257",4,4,1
"2258",3,5,1
"2259",3,5,2
"2260",3,4,2
"2261",4,5,2
"2262",3,4,2
"2263",2,4,2
"2264",3,3,2
"2265",2,4,2
"2266",3,4,2
"2267",3,3,2
"2268",4,5,2
"2269",3,4,2
"2270",3,5,2
"2271",3,5,1
"2272",4,5,1
"2273",3,4,1
"2275",3,4,1
"2276",3,5,1
"2277",4,5,1
"2278",4,5,1
"2279",3,5,1
"2280",3,5,1
"2281",2,5,1
"2282",4,5,1
"2283",4,4,2
"2284",3,5,2
"2285",3,4,2
"2286",2,4,2
"2287",3,4,2
"2288",4,4,2
"2289",2,3,2
"2290",4,5,2
"2291",2,5,2
"2292",2,5,1
"2293",4,5,1
"2294",2,2,1
"2295",2,3,1
"2296",2,4,1
"2297",3,5,1
"2298",3,5,1
"2299",4,4,2
"2300",4,4,2
"2301",3,3,2
"2302",2,3,2
"2303",4,5,2
"2304",4,5,2
"2305",3,3,2
"2306",3,4,2
"2308",4,5,2
"2309",4,4,2
"2310",4,5,2
"2311",3,5,2
"2312",5,5,2
"2313",4,5,2
"2314",4,5,2
"2315",4,5,2
"2316",5,5,1
"2317",3,3,1
"2318",2,5,1
"2319",3,3,1
"2320",4,5,1
"2321",4,5,1
"2322",4,5,1
"2323",3,5,1
"2324",4,5,2
"2325",4,5,2
"2326",4,5,2
"2327",5,5,2
"2328",4,4,2
"2329",4,4,2
"2330",4,3,2
"2331",3,4,1
"2332",3,3,1
"2333",3,5,1
"2334",3,5,1
"2335",3,5,1
"2336",2,5,1
"2337",5,5,1
"2338",4,5,1
"2339",2,4,1
"2340",3,2,2
"2341",5,3,2
"2342",4,5,2
"2343",5,5,2
"2344",4,4,2
"2345",3,4,2
"2346",4,5,2
"2347",3,3,2
"2348",2,2,2
"2349",3,4,1
"2350",3,4,1
"2351",3,4,1
"2352",3,5,1
"2353",2,3,1
"2354",4,5,1
"2355",4,4,1
"2356",3,3,1
"2357",3,5,1
"2358",4,4,1
"2359",2,5,1
"2360",5,5,1
"2361",2,4,1
"2362",4,5,1
"2363",4,5,1
"2364",4,4,1
"2365",2,4,2
"2366",3,5,2
"2367",3,5,2
"2368",3,4,2
"2369",3,5,2
"2370",4,5,2
"2371",3,5,2
"2372",3,5,2
"2373",4,5,2
"2374",4,5,1
"2375",4,5,1
"2376",4,4,1
"2377",4,5,1
"2378",3,4,1
"2379",4,5,1
"2380",2,5,1
"2381",3,3,1
"2382",3,5,1
"2383",4,5,2
"2384",4,5,2
"2385",4,5,2
"2386",4,5,2
"2387",3,5,2
"2388",5,5,2
"2389",4,5,2
"2390",2,5,1
"2391",3,5,1
"2392",4,5,1
"2393",3,5,1
"2394",4,5,1
"2395",4,5,1
"2396",3,4,1
"2397",4,5,1
"2398",2,5,1
"2399",3,5,2
"2400",4,5,2
"2401",3,5,2
"2402",3,4,2
"2403",4,5,2
"2404",3,3,2
"2405",3,4,2
"2406",5,5,1
"2407",2,5,1
"2408",3,3,1
"2409",2,5,1
"2410",3,4,1
"2411",2,5,1
"2412",3,4,1
"2413",4,5,1
"2414",3,4,1
"2415",3,4,1
"2416",3,2,1
"2417",2,5,1
"2418",4,5,2
"2419",5,5,2
"2420",4,5,2
"2421",2,3,2
"2422",3,4,2
"2423",2,4,2
"2424",4,5,2
"2425",4,5,2
"2426",5,5,2
"2428",2,5,2
"2429",4,5,1
"2430",1,5,1
"2431",2,5,1
"2432",3,5,1
"2433",3,4,1
"2434",4,5,1
"2435",5,5,1
"2436",4,5,1
"2437",3,4,1
"2438",3,5,1
"2439",2,5,2
"2440",2,3,2
"2441",5,5,2
"2442",4,5,2
"2443",3,5,2
"2444",4,5,2
"2445",3,5,2
"2446",3,5,2
"2447",2,5,2
"2448",2,4,2
"2449",3,5,2
"2450",3,4,1
"2451",4,5,1
"2452",2,3,1
"2453",3,5,1
"2454",3,5,1
"2455",3,4,1
"2456",4,5,1
"2457",3,5,1
"2458",3,5,1
"2459",2,3,1
"2460",4,3,1
"2461",1,4,1
"2462",3,3,2
"2463",4,4,2
"2464",4,5,2
"2465",3,4,2
"2466",3,4,2
"2467",3,5,2
"2468",3,5,2
"2469",4,4,2
"2470",2,4,2
"2471",5,5,1
"2472",3,4,1
"2473",3,4,1
"2474",5,5,1
"2475",2,3,1
"2476",4,5,1
"2477",4,5,1
"2478",4,5,1
"2479",4,5,1
"2480",4,5,1
"2481",4,3,1
"2482",3,2,1
"2483",4,5,1
"2484",2,3,2
"2485",3,5,2
"2486",4,5,2
"2487",5,5,2
"2488",4,5,2
"2489",4,4,2
"2490",5,5,2
"2491",3,5,2
"2492",4,5,2
"2493",4,5,2
"2494",2,4,2
"2495",4,5,2
"2496",4,4,2
"2497",4,5,1
"2498",5,5,1
"2499",4,5,1
"2500",3,5,1
"2501",3,4,1
"2502",4,5,1
"2503",4,4,1
"2504",4,5,1
"2505",5,5,1
"2506",5,5,1
"2507",4,5,1
"2508",4,5,1
"2509",5,5,1
"2510",3,5,1
"2511",2,4,1
"2512",3,5,1
"2513",4,5,2
"2514",4,5,2
"2515",4,4,2
"2516",5,5,2
"2517",5,5,2
"2518",4,4,2
"2519",3,4,2
"2520",1,3,2
"2521",4,5,2
"2522",4,4,2
"2523",4,5,2
"2524",3,5,2
"2525",4,4,2
"2526",4,4,2
"2527",3,5,1
"2528",4,4,1
"2529",2,5,1
"2530",4,3,1
"2531",3,4,1
"2532",1,1,1
"2533",4,5,1
"2534",3,5,1
"2535",3,4,1
"2536",3,3,1
"2537",4,5,2
"2539",3,4,2
"2540",3,5,2
"2541",4,5,2
"2542",2,3,2
"2543",3,5,2
"2544",4,4,1
"2545",3,5,1
"2546",3,5,1
"2547",5,5,1
"2548",3,3,1
"2549",2,2,1
"2550",4,5,1
"2551",4,5,1
"2552",3,4,1
"2553",2,4,1
"2554",3,4,1
"2555",3,5,2
"2556",4,5,2
"2557",2,4,2
"2558",3,4,2
"2559",3,4,2
"2560",4,5,2
"2561",4,5,2
"2562",3,4,2
"2563",4,5,1
"2564",3,4,1
"2565",2,4,1
"2566",4,5,1
"2567",4,4,1
"2568",4,5,1
"2569",3,5,1
"2570",3,5,1
"2571",4,5,1
"2572",3,2,1
"2573",2,4,2
"2574",3,5,1
"2575",3,4,2
"2576",3,4,2
"2577",3,4,2
"2578",3,5,2
"2579",4,5,1
"2580",4,5,1
"2581",4,5,1
"2582",4,5,1
"2583",3,5,1
"2584",5,5,1
"2585",4,5,1
"2586",4,5,1
"2587",3,4,1
"2588",3,4,1
"2589",3,4,1
"2590",3,3,1
"2591",5,4,1
"2592",4,5,2
"2593",4,4,2
"2594",5,5,2
"2595",4,4,2
"2596",5,5,2
"2597",4,5,2
"2598",4,5,2
"2599",4,5,2
"2600",4,5,2
"2601",4,5,2
"2602",3,4,1
"2603",4,5,1
"2604",3,4,1
"2605",5,5,1
"2606",4,5,1
"2607",3,3,1
"2608",4,5,1
"2609",4,5,1
"2610",4,5,1
"2611",4,4,1
"2612",4,5,1
"2613",5,4,1
"2614",4,5,1
"2615",5,5,1
"2616",5,5,1
"2617",4,5,2
"2618",4,4,2
"2619",4,4,2
"2620",4,5,2
"2621",4,5,2
"2622",4,5,2
"2623",3,5,2
"2624",4,5,2
"2625",3,4,2
"2626",2,4,2
"2627",4,5,2
"2628",3,5,1
"2629",3,5,1
"2630",4,5,1
"2631",2,5,1
"2632",2,4,1
"2633",4,5,1
"2634",4,5,1
"2635",3,4,1
"2636",3,5,1
"2637",2,5,1
"2638",4,5,1
"2639",4,5,2
"2640",4,3,2
"2641",3,2,2
"2642",3,4,2
"2643",3,4,2
"2644",4,5,2
"2645",4,5,2
"2646",4,5,1
"2647",3,5,1
"2648",4,5,1
"2649",5,5,1
"2650",3,5,1
"2651",4,5,1
"2652",2,2,1
"2653",2,2,1
"2654",3,5,1
"2655",2,2,1
"2656",5,5,1
"2657",3,3,1
"2658",3,5,1
"2659",3,3,1
"2660",3,5,1
"2661",3,5,2
"2662",2,5,2
"2663",3,4,2
"2664",4,3,2
"2665",4,5,2
"2666",4,5,2
"2667",3,5,2
"2668",3,3,2
"2669",4,5,2
"2670",3,3,2
"2671",4,5,2
"2672",3,4,2
"2673",4,5,2
"2674",3,4,2
"2675",3,4,2
"2676",4,4,2
"2677",3,5,2
"2678",3,5,2
"2679",4,5,2
"2680",3,5,2
"2681",3,5,2
"2682",3,3,1
"2683",3,4,1
"2684",4,5,1
"2685",3,5,1
"2686",4,5,1
"2687",3,5,1
"2688",4,5,2
"2689",3,4,2
"2690",4,5,2
"2691",4,4,2
"2692",3,4,2
"2693",4,5,2
"2694",5,5,2
"2695",3,5,2
"2696",4,3,2
"2697",4,5,2
"2698",4,5,1
"2699",2,4,1
"2700",4,5,1
"2701",4,5,1
"2702",3,4,1
"2703",3,3,2
"2704",4,5,2
"2705",4,4,2
"2706",3,4,2
"2707",5,5,2
"2708",5,5,2
"2709",2,2,2
"2710",5,5,2
"2711",3,2,2
"2712",3,5,2
"2713",4,5,1
"2714",4,5,1
"2715",3,5,1
"2716",3,5,1
"2717",2,2,1
"2718",5,5,1
"2719",3,4,1
"2720",4,3,1
"2721",4,4,1
"2722",4,3,1
"2723",2,5,1
"2724",3,5,2
"2725",5,5,2
"2726",4,5,2
"2727",4,4,2
"2728",4,5,2
"2729",3,5,2
"2730",5,5,2
"2731",4,5,2
"2732",3,3,2
"2733",2,4,1
"2734",5,5,1
"2735",4,5,1
"2736",2,4,1
"2737",4,5,1
"2738",5,5,1
"2739",2,4,1
"2740",4,3,1
"2741",4,5,1
"2742",5,5,2
"2743",3,5,2
"2744",3,5,2
"2745",4,4,2
"2746",4,5,2
"2747",3,4,2
"2748",3,5,2
"2749",2,5,2
"2750",4,5,1
"2751",4,5,1
"2752",4,5,1
"2753",3,5,1
"2754",4,5,2
"2755",4,4,2
"2756",3,5,2
"2757",3,3,2
"2758",3,5,2
"2759",3,3,2
"2760",4,5,2
"2761",3,5,2
"2762",3,5,2
"2763",3,5,1
"2764",4,3,1
"2765",3,3,1
"2766",4,5,1
"2767",5,5,2
